950,93.13,9313,Дейност на фитнес центрове и зали,9313
951,93.19,9319,Други дейности в областта на спорта,9319
952,93.2,932,Дейности свързани с развлечения и отдих,932
953,93.21,9321,Дейност на увеселителни и тематични паркове,9321
954,93.29,9329,Други дейности свързани с развлечения и отдих,9329
955,S,S,ДРУГИ ДЕЙНОСТИ,0
956,94,94,Дейности на организации с нестопанска цел,94
957,94.1,941,Дейност на бизнес организации организации на работодатели и професионални организации,941
958,94.11,9411,Дейност на бизнес организации и организации на работодатели,9411
959,94.12,9412,Дейност на професионални организации,9412
960,94.2,942,Дейност на синдикални организации,942
961,94.20,9420,Дейност на синдикални организации,9420
962,94.9,949,Дейност на други организации с нестопанска цел,949
963,94.91,9491,Дейност на религиозни организации,9491
964,94.92,9492,Дейност на политически организации,9492
965,94.99,9499,Дейност на други организации с нестопанска цел некласифицирани другаде,9499
966,95,95,Ремонт на компютърна техника на лични и домакински вещи,95
967,95.1,951,Ремонт на компютърна и комуникационна техника,951
968,95.11,9511,Ремонт на компютри и периферни устройства за тях,9511
969,95.12,9512,Ремонт на телефонни апарати и други устройства за далекосъобщения,9512
970,95.2,952,Ремонт на лични и домакински вещи,952
971,95.21,9521,Ремонт на битова електроника,9521
972,95.22,9522,Ремонт на битови електроуреди и друго оборудване за дома и градината,9522
973,95.23,9523,Поправка на обувки и кожени изделия,9523
974,95.24,9524,Ремонт на мебели и предмети за обзавеждане,9524
975,95.25,9525,Ремонт на часовници и бижута,9525
976,95.29,9529,Ремонт на  други лични и домакински вещи,9529
977,96,96,Други персонални услуги,96
978,96.0,960,Други персонални услуги,960
979,96.01,9601,Пране и химическо чистене,9601
980,96.02,9602,Фризьорски и козметични услуги,9602
981,96.03,9603,Организиране на погребения и свързани с тях услуги,9603
982,96.04,9604,Поддържане на добро физическо състояние,9604
983,96.09,9609,Други персонални услуги некласифицирани другаде,9609
984,T,T,ДЕЙНОСТИ НА ДОМАКИНСТВА КАТО РАБОТОДАТЕЛИ НЕДИФЕРЕНЦИРАНИ ДЕЙНОСТИ НА ДОМАКИНСТВА ПО ПРОИЗВОДСТВО НА СТОКИ,0
985,97,97,Дейности на домакинства като работодатели на домашен персонал,97
986,97.0,970,Дейности на домакинства като работодатели на домашен персонал,970
987,97.00,9700,Дейности на домакинства като работодатели на домашен персонал,9700
988,98,98,Недиференцирани дейности на домакинства по производство на стоки и услуги за собствено потребление,98
989,98.1,981,Недиференцирани дейности на домакинства по производство на стоки за собствено потребление,981
990,98.10,9810,Недиференцирани дейности на домакинства по производство на стоки за собствено потребление,9810
991,98.2,982,Недиференцирани дейности на домакинства по производство на услуги за собствено потребление,982
992,98.20,9820,Недиференцирани дейности на домакинства по производство на услуги за собствено потребление,9820
993,U,U,ДЕЙНОСТИ НА ЕКСТЕРИТОРИАЛНИ ОРГАНИЗАЦИИ И СЛУЖБИ,0
994,99,99,Дейности на екстериториални организации и служби,99
995,99.0,990,Дейности на екстериториални организации и служби,990
996,99.00,9900,Дейности на екстериториални организации и служби,9900
997,0,0,Спомагателна дейност,0
