490,43.11,4311,Събаряне и разрушаване,4311
491,43.12,4312,Земни работи,4312
492,43.13,4313,Сондиране и пробиване,4313
493,43.2,432,Изграждане на инсталации,432
494,43.21,4321,Изграждане на електрически инсталации,4321
495,43.22,4322,Изграждане на водопроводни канализационни отоплителни и климатични инсталации,4322
496,43.29,4329,Изграждане на други инсталации,4329
497,43.3,433,Довършителни строителни дейности,433
498,43.31,4331,Полагане на мазилки,4331
499,43.32,4332,Монтаж на дограма и дърводелски работи,4332
500,43.33,4333,Полагане на облицовки и настилки,4333
501,43.34,4334,Боядисване и стъклопоставяне,4334
502,43.39,4339,Други довършителни строителни дейности,4339
503,43.9,439,Други специализирани строителни дейности,439
504,43.91,4391,Покривни работи,4391
505,43.99,4399,Други специализирани строителни дейности некласифицирани другаде,4399
506,G,G,ТЪРГОВИЯ РЕМОНТ НА АВТОМОБИЛИ И МОТОЦИКЛЕТИ,0
507,45,45,Търговия на едро и дребно с автомобили и мотоциклети техническо обслужване и ремонт,45
508,45.1,451,Търговия с автомобили,451
509,45.11,4511,Търговия с леки и лекотоварни автомобили до 3.5 т,4511
510,45.19,4519,Търговия с други автомобили над 3.5 т,4519
511,45.2,452,Техническо обслужване и ремонт на автомобили,452
512,45.20,4520,Техническо обслужване и ремонт на автомобили,4520
513,45.3,453,Търговия с части и принадлежности за автомобили,453
514,45.31,4531,Търговия на едро с части и принадлежности за автомобили,4531
515,45.32,4532,Търговия на дребно с части и принадлежности за автомобили,4532
516,45.4,454,Търговия с мотоциклети и с части за тях техническо обслужване и ремонт на мотоциклети,454
517,45.40,4540,Търговия с мотоциклети и с части за тях техническо обслужване и ремонт на мотоциклети,4540
518,46,46,Търговия на едро без търговията с автомобили и мотоциклети,46
519,46.1,461,Търговия на едро чрез посредничество,461
520,46.11,4611,Търговско посредничество със селскостопански суровини живи животни текстилни суровини и полуфабрикати,4611
521,46.12,4612,Търговско посредничество с горива руди метали и химични продукти,4612
522,46.13,4613,Търговско посредничество с дървен материал и материали за строителството,4613
523,46.14,4614,Търговско посредничество с машини промишлено оборудване кораби и самолети,4614
524,46.15,4615,Търговско посредничество с мебели стоки за бита железария и метални изделия,4615
525,46.16,4616,Търговско посредничество с текстил облекло обувки и кожени изделия,4616
526,46.17,4617,Търговско посредничество с хранителни стоки напитки и тютюневи изделия,4617
527,46.18,4618,Специализирано търговско посредничество с други групи стоки,4618
528,46.19,4619,Неспециализирано търговско посредничество с разнообразни стоки,4619
580,47.21,4721,Търговия на дребно с плодове и зеленчуци,4721
529,46.2,462,ърговия на едро със селскостопански суровини и живи животни,462
530,46.21,4621,Търговия на едро със зърно семена фуражи и необработен тютюн,4621
531,46.22,4622,Търговия на едро с цветя и растения,4622
532,46.23,4623,Търговия на едро с живи животни,4623
533,46.24,4624,Търговия на едро със сурови и обработени кожи,4624
534,46.3,463,Търговия на едро с хранителни стоки напитки и тютюневи изделия,463
535,46.31,4631,Търговия на едро с плодове и зеленчуци,4631
536,46.32,4632,Търговия на едро с месо и месни продукти,4632
537,46.33,4633,Търговия на едро с мляко и млечни продукти яйца хранителни масла и мазнини,4633
538,46.34,4634,Търговия на едро с напитки,4634
539,46.35,4635,Търговия на едро с тютюневи изделия,4635
540,46.36,4636,Търговия на едро със захар захарни и шоколадови изделия,4636
541,46.37,4637,Търговия на едро с кафе чай какао и подправки,4637
542,46.38,4638,Специализирана търговия на едро с други хранителни стоки,4638
543,46.39,4639,Неспециализирана търговия на едро с хранителни стоки напитки и тютюневи изделия,4639
544,46.4,464,Търговия на едро с нехранителни потребителски стоки,464
545,46.41,4641,Търговия на едро с текстил и галантерийни стоки,4641
546,46.42,4642,Търговия на едро с облекло и обувки,4642
547,46.43,4643,Търговия на едро с битова електроника и електроуреди,4643
548,46.44,4644,Търговия на едро с порцеланови и стъкларски изделия и почистващи препарати,4644
549,46.45,4645,Търговия на едро с парфюмерийни и козметични стоки,4645
550,46.46,4646,Търговия на едро с фармацевтични стоки медицинска техника и апаратура,4646
551,46.47,4647,Търговия на едро с мебели килими и осветители,4647
552,46.48,4648,Търговия на едро с часовници и бижутерия,4648
553,46.49,4649,Търговия на едро с други нехранителни потребителски стоки,4649
554,46.5,465,Търговия на едро с компютърна и комуникационна техника,465
555,46.51,4651,Търговия на едро с компютри периферни устройства за тях и програмни продукти,4651
556,46.52,4652,Търговия на едро с електронни елементи и комуникационна техника,4652
557,46.6,466,Търговия на едро с други машини и оборудване със стопанско предназначение и части за тях,466
558,46.61,4661,Търговия на едро с машини и обрудване за селското и горското стопанство и части за тях,4661
559,46.62,4662,Търговия на едро с обработващи машини и части за тях,4662
560,46.63,4663,Търговия на едро с машини и оборудване за добива и строителството и части за тях,4663
561,46.64,4664,Търговия на едро с машини за производство на текстил облекло и кожени изделия и части за тях,4664
562,46.65,4665,Търговия на едро с офис мебели,4665
563,46.66,4666,Търговия на едро с друга офис техника без компютри,4666
564,46.69,4669,Търговия на едро с други машини и оборудване със стопанско предназначение некласифицирана другаде и части з,4669
565,46.7,467,Търговия на едро с неселскостопански междинни продукти отпадъци и скрап,467
566,46.71,4671,Търговия на едро с твърди течни и газообразни горива и подобни продукти,4671
567,46.72,4672,Търговия на едро с метали и руди,4672
568,46.73,4673,Търговия на едро с дървен материал материали за строителството и санитарно оборудване,4673
569,46.74,4674,Търговия на едро с железария и арматурни изделия,4674
570,46.75,4675,Търговия на едро с химични вещества и продукти,4675
571,46.76,4676,Специализирана търговия на едро с други междинни продукти,4676
572,46.77,4677,Търговия на едро с отпадъци и скрап,4677
573,46.9,469,Неспециализирана търговия на едро,469
574,46.90,4690,Неспециализирана търговия на едро,4690
575,47,47,Търговия на дребно без търговията с автомобили и мотоциклети,47
576,47.1,471,Търговия на дребно в неспециализирани магазини,471
577,47.11,4711,Търговия на дребно в неспециализирани магазини предимно с хранителни стоки напитки и тютюневи изделия,4711
578,47.19,4719,Търговия на дребно в неспециализирани магазини с разнообразни стоки,4719
579,47.2,472,Търговия на дребно в специализирани магазини с хранителни стоки напитки и тютюневи изделия,472
581,47.22,4722,Търговия на дребно с месо и месни продукти,4722
582,47.23,4723,Търговия на дребно с риба и други морски храни,4723
583,47.24,4724,Търговия на дребно с хляб хлебни захарни и сладкарски изделия,4724
584,47.25,4725,Търговия на дребно с напитки,4725
585,47.26,4726,Търговия на дребно с тютюневи изделия,4726
586,47.29,4729,Търговия на дребно с други хранителни стоки,4729
587,47.3,473,Търговия на дребно с автомобилни горива и смазочни материали,473
588,47.30,4730,Търговия на дребно с автомобилни горива и смазочни материали,4730
589,47.4,474,Търговия на дребно в специализирани магазини с компютърна и комуникационна техника и битова електроника,474
590,47.41,4741,Търговия на дребно с компютри периферни устройства за тях и програмни продукти,4741
591,47.42,4742,Търговия на дребно с телефонни апарати и други устройства за далекосъобщения,4742
592,47.43,4743,Търговия на дребно с битова електроника,4743
593,47.5,475,Търговия на дребно в специализирани магазини с текстил железария стоки за обзавеждане и битови електроуред,475
594,47.51,4751,Търговия на дребно с текстил и галантерийни стоки,4751
595,47.52,4752,Търговия на дребно с железария бои и плоско стъкло,4752
596,47.53,4753,Търговия на дребно с тапети килими и други стенни и подови покрития,4753
597,47.54,4754,Търговия на дребно с битови електроуреди,4754
598,47.59,4759,Търговия на дребно с мебели осветители и с други стоки за бита некласифицирани другаде,4759
599,47.6,476,Търговия на дребно в специализирани магазини със стоки предназначени за свободното време,476
600,47.61,4761,Търговия на дребно с книги,4761
601,47.62,4762,Търговия на дребно с вестници и канцеларски стоки,4762
602,47.63,4763,Търговия на дребно с аудио и видео записи,4763
603,47.64,4764,Търговия на дребно със спортни стоки,4764
604,47.65,4765,Търговия на дребно с игри и играчки,4765
605,47.7,477,Търговия на дребно в специализирани магазини с други нехранителни стоки,477
606,47.71,4771,Търговия на дребно с облекло,4771
607,47.72,4772,Търговия на дребно с обувки и кожени изделия,4772
608,47.73,4773,Търговия на дребно с лекарства и други фармацевтични стоки,4773
609,47.74,4774,Търговия на дребно с медицински и ортопедични стоки,4774
610,47.75,4775,Търговия на дребно с парфюмерийни и козметични стоки и тоалетни принадлежности,4775
611,47.76,4776,Търговия на дребно с цветя растения семена торове домашни любимци и храни за тях,4776
612,47.77,4777,Търговия на дребно с часовници и бижутерия,4777
613,47.78,4778,Търговия на дребно с други нехранителни стоки некласифицирана другаде,4778
614,47.79,4779,Търговия на дребно в магазини с употребявани стоки,4779
615,47.8,478,Търговия на дребно на открити щандове и пазари,478
616,47.81,4781,Търговия на дребно на открити щандове и пазари с хранителни стоки напитки и тютюневи изделия,4781
617,47.82,4782,Търговия на дребно на открити щандове и пазари с текстил облекло и обувки,4782
618,47.89,4789,Търговия на дребно на открити щандове и пазари с други стоки,4789
619,47.9,479,Търговия на дребно извън търговски обекти,479
620,47.91,4791,Търговия на дребно чрез поръчки по пощата телефона или Интернет,4791
621,47.99,4799,Търговия на дребно извън търговски обекти некласифицирана другаде,4799
622,H,H,ТРАНСПОРТ СКЛАДИРАНЕ И ПОЩИ,0
623,49,49,Сухопътен транспорт,49
624,49.1,491,Пътнически железопътен транспорт междуселищен,491
625,49.10,4910,Пътнически железопътен транспорт междуселищен,4910
626,49.2,492,Товарен железопътен транспорт,492
627,49.20,4920,Товарен железопътен транспорт,4920
628,49.3,493,Друг пътнически сухопътен транспорт,493
629,49.31,4931,Пътнически градски и крайградски транспорт,4931
630,49.32,4932,Пътнически таксиметров транспорт,4932
631,49.39,4939,Друг пътнически сухопътен транспорт некласифициран другаде,4939
632,49.4,494,Товарен автомобилен транспорт  и услуги по преместване,494
633,49.41,4941,Товарен автомобилен транспорт,4941
634,49.42,4942,Услуги по преместване,4942
638,50.1,501,Пътнически морски и крайбрежен транспорт,501
639,50.10,5010,Пътнически морски и крайбрежен транспорт,5010
640,50.2,502,Товарен морски и крайбрежен транспорт,502
641,50.20,5020,Товарен морски и крайбрежен транспорт,5020
642,50.3,503,Пътнически транспорт по вътрешни водни пътища,503
643,50.30,5030,Пътнически транспорт по вътрешни водни пътища,5030
644,50.4,504,Товарен транспорт по вътрешни водни пътища,504
645,50.40,5040,Товарен транспорт по вътрешни водни пътища,5040
646,51,51,Въздушен транспорт,51
647,51.1,511,Пътнически въздушен транспорт,511
648,51.10,5110,Пътнически въздушен транспорт,5110
649,51.2,512,Товарен въздушен транспорт космически транспорт,512
650,51.21,5121,Товарен въздушен транспорт,5121
651,51.22,5122,Космически транспорт,5122
652,52,52,Складиране на товари и спомагателни дейности в транспорта,52
653,52.1,521,Складиране и съхраняване на товари,521
654,52.10,5210,Складиране и съхраняване на товари,5210
655,52.2,522,Спомагателни дейности в транспорта,522
656,52.21,5221,Експлоатация на инфраструктурата в сухопътния транспорт,5221
657,52.22,5222,Спомагателни дейности във водния транспорт,5222
658,52.23,5223,Спомагателни дейности във въздушния транспорт,5223
659,52.24,5224,Обработка на товари,5224
660,52.29,5229,Други спомагателни дейности в транспорта,5229
661,53,53,Пощенски и куриерски дейности,53
662,53.1,531,Дейност на пощи предоставящи универсална пощенска услуга,531
663,53.10,5310,Дейност на пощи предоставящи универсална пощенска услуга,5310
664,53.2,532,Други пощенски и куриерски дейности,532
665,53.20,5320,Други пощенски и куриерски дейности,5320
666,I,I,ХОТЕЛИЕРСТВО И РЕСТОРАНТЬОРСТВО,0
667,55,55,Хотелиерство,55
668,55.1,551,Хотели и подобни места за настаняване,551
669,55.10,5510,Хотели и подобни места за настаняване,5510
670,55.2,552,Туристическо и друго краткосрочно настаняване,552
671,55.20,5520,Туристическо и друго краткосрочно настаняване,5520
672,55.3,553,Къмпинги и терени за каравани и къмпинг автомобили,553
673,55.30,5530,Къмпинги и терени за каравани и къмпинг автомобили,5530
674,55.9,559,Други места за настаняване,559
675,55.90,5590,Други места за настаняване,5590
676,56,56,Ресторантьорство,56
677,56.1,561,Дейност на ресторанти и заведения за бързо обслужване,561
678,56.10,5610,Дейност на ресторанти и заведения за бързо обслужване,5610
679,56.2,562,Приготвяне и доставяне на храна,562
680,56.21,5621,Приготвяне и доставяне на храна по конкретен повод,5621
681,56.29,5629,Други дейности по приготвяне и доставяне на храна,5629
682,56.3,563,Дейност на питейни заведения,563
683,56.30,5630,Дейност на питейни заведения,5630
684,J,J,СЪЗДАВАНЕ И РАЗПРОСТРАНЕНИЕ НА ИНФОРМАЦИЯ И ТВОРЧЕСКИ ПРОДУКТИ ДАЛЕКОСЪОБЩЕНИЯ,0
685,58,58,Издателска дейност,58
686,58.1,581,Издаване на книги периодични издания и друга издателска дейност,581
687,58.11,5811,Издаване на книги,5811
688,58.12,5812,Издаване на указатели справочници и адресни списъци,5812
689,58.13,5813,Издаване на вестници,5813
690,58.14,5814,Издаване на списания и други периодични издания,5814
691,58.19,5819,Друга издателска дейност,5819
692,58.2,582,Издаване на програмни продукти,582
693,58.21,5821,Издаване на компютърни игри,5821
694,58.29,5829,Издаване на други програмни продукти,5829
695,59,59,Производство на филми и телевизионни предавания звукозаписване и издаване на музика,59
696,59.1,591,Производство и  разпространение на филми и телевизионни предавания,591
697,59.11,5911,Производство на филми и телевизионни предавания,5911
698,59.12,5912,Технически дейности свързани с производство на филми и телевизионни предавания постпродукция,5912
699,59.13,5913,Разпространение на филми и телевизионни предавания,5913
700,59.14,5914,Прожектиране на филми,5914
701,59.2,592,Звукозаписване и издаване на музика,592
702,59.20,5920,Звукозаписване и издаване на музика,5920
703,60,60,Радио и телевизионна дейност,60
704,60.1,601,Създаване и излъчване на радиопрограми,601
705,60.10,6010,Създаване и излъчване на радиопрограми,6010
706,60.2,602,Създаване и излъчване на телевизионни програми,602
707,60.20,6020,Създаване и излъчване на телевизионни програми,6020
708,61,61,Далекосъобщения,61
709,61.1,611,Далекосъобщителна дейност чрез фиксирани мрежи,611
710,61.10,6110,Далекосъобщителна дейност чрез фиксирани мрежи,6110
711,61.2,612,Далекосъобщителна дейност по безжичен път,612
712,61.20,6120,Далекосъобщителна дейност по безжичен път,6120
713,61.3,613,Спътникова далекосъобщителна дейност,613
714,61.30,6130,Спътникова далекосъобщителна дейност,6130
715,61.9,619,Други далекосъобщителни дейности,619
716,61.90,6190,Други далекосъобщителни дейности,6190
717,62,62,Дейности в областта на информационните технологии,62
718,62.0,620,Дейности в областта на информационните технологии,620
719,62.01,6201,Компютърно програмиране,6201
720,62.02,6202,Консултантска дейност по информационни технологии,6202
721,62.03,6203,Управление и обслужване на компютърни средства и системи,6203
722,62.09,6209,Други дейности в областта на информационните технологии,6209
723,63,63,Информационни услуги,63
724,63.1,631,Обработка на данни хостинг и подобни дейности  портали,631
725,63.11,6311,Обработка на данни хостинг и подобни дейности,6311
726,63.12,6312, портали,6312
727,63.9,639,Други информационни услуги,639
728,63.91,6391,Дейност на информационни агенции,6391
729,63.99,6399,Други информационни услуги некласифицирани другаде,6399
730,K,K,ФИНАНСОВИ И ЗАСТРАХОВАТЕЛНИ ДЕЙНОСТИ,0
731,64,64,Предоставяне на финансови услуги без застраховане и допълнително пенсионно осигуряване,64
732,64.1,641,Парично посредничество,641
733,64.11,6411,Дейност на централната банка,6411
734,64.19,6419,Друго парично посредничество,6419
735,64.2,642,Дейност на холдингови дружества,642
736,64.20,6420,Дейност на холдингови дружества,6420
737,64.3,643,Фондове за инвестиране и подобни финансови субекти,643
738,64.30,6430,Фондове за инвестиране и подобни финансови субекти,6430
739,64.9,649,Предоставяне на други финансови услуги без застраховане и допълнително пенсионно осигуряване,649
740,64.91,6491,Финансов лизинг,6491
741,64.92,6492,Други форми на предоставяне на кредит,6492
742,64.99,6499,Предоставяне на други финансови услуги без застраховане и допълнително пенсионно осигуряване некласифицира,6499
743,65,65,Застраховане презастраховане и допълнително пенсионно осигуряване,65
744,65.1,651,Застраховане,651
745,65.11,6511,Животозастраховане,6511
746,65.12,6512,Друго застраховане без животозастраховане,6512
747,65.2,652,Презастраховане,652
748,65.20,6520,Презастраховане,6520
749,65.3,653,Допълнително пенсионно осигуряване,653
750,65.30,6530,Допълнително пенсионно осигуряване,6530
751,66,66,Спомагателни дейности във финансовите услуги и застраховането,66
752,66.1,661,Спомагателни дейности във финансовите услуги без застраховане и допълнително пенсионно осигуряване,661
753,66.11,6611,Управление на финансови пазари,6611
754,66.12,6612,Посредническа дейност по сделки с ценни книжа и стоки,6612
755,66.19,6619,Други спомагателни дейности във финансовите услуги без застраховане и допълнително пенсионно осигуряване,6619
756,66.2,662,Спомагателни дейности в застраховането и допълнителното пенсионно осигуряване,662
757,66.21,6621,Оценяване на застрахователни рискове и щети,6621
758,66.22,6622,Дейности на застрахователни брокери и агенти,6622
759,66.29,6629,Други спомагателни дейности в застраховането и допълнителното пенсионно осигуряване,6629
760,66.3,663,Управление на фондове,663
761,66.30,6630,Управление на фондове,6630
762,L,L,ОПЕРАЦИИ С НЕДВИЖИМИ ИМОТИ,0
763,68,68,Операции с недвижими имоти,68
764,68.1,681,Покупка и продажба на собствени недвижими имоти,681
765,68.10,6810,Покупка и продажба на собствени недвижими имоти,6810
766,68.2,682,Даване под наем и експлоатация на собствени недвижими имоти,682
767,68.20,6820,Даване под наем и експлоатация на собствени недвижими имоти,6820
768,68.3,683,Посредническа дейност по операции с недвижими имоти,683
769,68.31,6831,Дейност на агенции за недвижими имоти,6831
770,68.32,6832,Управление на недвижими имоти,6832
771,M,M,ПРОФЕСИОНАЛНИ ДЕЙНОСТИ И НАУЧНИ ИЗСЛЕДВАНИЯ,0
772,69,69,Юридически и счетоводни дейности,69
773,69.1,691,Юридически дейности,691
774,69.10,6910,Юридически дейности,6910
775,69.2,692,Счетоводни и одиторски дейности данъчни консултации,692
776,69.20,6920,Счетоводни и одиторски дейности данъчни консултации,6920
777,70,70,Дейност на централни офиси консултантски дейности в областта на управлението,70
778,70.1,701,Дейност на централни офиси,701
779,70.10,7010,Дейност на централни офиси,7010
780,70.2,702,Консултантски дейности в областта на управлението,702
781,70.21,7021,Консултантска дейност по връзки с обществеността,7021
782,70.22,7022,Консултантска дейност по стопанско и друго управление,7022
783,71,71,Архитектурни и инженерни дейности технически изпитвания и анализи,71
784,71.1,711,Архитектурни и инженерни дейности,711
785,71.11,7111,Архитектурни дейности,7111
786,71.12,7112,Инженерни дейности и технически консултации,7112
787,71.2,712,Технически изпитвания и анализи,712
788,71.20,7120,Технически изпитвания и анализи,7120
789,72,72,Научноизследователска и развойна дейност,72
790,72.1,721,Научноизследователска и развойна дейност в областта на естествените медицинските селскостопанските и техни,721
791,72.11,7211,Научноизследователска и развойна дейност в областта на биотехнологиите,7211
792,72.19,7219,Научноизследователска и развойна дейност в областта на естествените медицинските селскостопанските и техни,7219
793,72.2,722,Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки,722
794,72.20,7220,Научноизследователска и развойна дейност в областта на обществените и хуманитарните науки,7220
795,73,73,Рекламна дейност и проучване на пазари,73
796,73.1,731,Рекламна дейност,731
797,73.11,7311,Дейност на рекламни агенции,7311
798,73.12,7312,Дейности по продажба на медийно време и място за реклама,7312
799,73.2,732,Проучване на пазари и изследване на общественото мнение,732
800,73.20,7320,Проучване на пазари и изследване на общественото мнение,7320
801,74,74,Други професионални дейности,74
802,74.1,741,Специализирани дейности в областта на дизайна,741
803,74.10,7410,Специализирани дейности в областта на дизайна,7410
804,74.2,742,Дейности в областта на фотографията,742
805,74.20,7420,Дейности в областта на фотографията,7420
806,74.3,743,Преводаческа дейност,743
807,74.30,7430,Преводаческа дейност,7430
808,74.9,749,Други професионални дейности некласифицирани другаде,749
809,74.90,7490,Други професионални дейности некласифицирани другаде,7490
810,75,75,Ветеринарномедицинска дейност,75
811,75.0,750,Ветеринарномедицинска дейност,750
812,75.00,7500,Ветеринарномедицинска дейност,7500
813,N,N,АДМИНИСТРАТИВНИ И СПОМАГАТЕЛНИ ДЕЙНОСТИ,0
814,77,77,Даване под наем и оперативен лизинг,77
815,77.1,771,Даване под наем и оперативен лизинг на автомобили,771
816,77.11,7711,Даване под наем и оперативен лизинг на леки и лекотоварни автомобили без водач,7711
817,77.12,7712,Даване под наем и оперативен лизинг на тежкотоварни автомобили без водач,7712
818,77.2,772,Даване под наем и оперативен лизинг на лични и домакински вещи,772
819,77.21,7721,Даване под наем и оперативен лизинг на оборудване и екипировка за спорт и развлечения,7721
820,77.22,7722,Даване под наем на видеокасети и дискове,7722
821,77.29,7729,Даване под наем и оперативен лизинг на други лични и домакински вещи,7729
937,91,91,Други дейности в областта на културата,91
822,77.3,773,Даване под наем и оперативен лизинг на други машини и оборудване със стопанско предназначение,773
823,77.31,7731,Даване под наем и оперативен лизинг на машини и оборудване за селското и горско стопанство без оператор,7731
824,77.32,7732,Даване под наем и оперативен лизинг на машини и оборудване за строителството без оператор,7732
825,77.33,7733,Даване под наем и оперативен лизинг на офис мебели и техника вкл. компютри без оператор,7733
826,77.34,7734,Даване под наем и оперативен лизинг на плавателни съдове без екипаж,7734
827,77.35,7735,Даване под наем и оперативен лизинг на въздухоплавателни средства без екипаж,7735
828,77.39,7739,Даване под наем и оперативен лизинг на други машини и оборудване със стопанско предназначение некласифицира,7739
829,77.4,774,Оперативен лизинг на интелектуална собственост и сходни продукти без обектите на авторско право,774
830,77.40,7740,Оперативен лизинг на интелектуална собственост и сходни продукти без обектите на авторско право,7740
831,78,78,Дейности по наемане и предоставяне на работна сила,78
832,78.1,781,Посредническа дейност на агенции по наемане на работа,781
833,78.10,7810,Посредническа дейност на агенции по наемане на работа,7810
834,78.2,782,Предоставяне на работна сила за временна заетост,782
835,78.20,7820,Предоставяне на работна сила за временна заетост,7820
836,78.3,783,Други дейности по предоставяне на работна сила,783
837,78.30,7830,Други дейности по предоставяне на работна сила,7830
838,79,79,Туристическа агентска и операторска дейност други дейности свързани с пътувания и резервации,79
839,79.1,791,Туристическа агентска и операторска дейност,791
840,79.11,7911,Туристическа агентска дейност,7911
841,79.12,7912,Туроператорска дейност,7912
842,79.9,799,Други дейности свързани с пътувания и резервации,799
843,79.90,7990,Други дейности свързани с пътувания и резервации,7990
844,80,80,Дейности по охрана и разследване,80
845,80.1,801,Частна охранителна дейност без използване на технически системи за сигурност,801
846,80.10,8010,Частна охранителна дейност без използване на технически системи за сигурност,8010
847,80.2,802,Дейности в областта на технически системи за сигурност,802
848,80.20,8020,Дейности в областта на технически системи за сигурност,8020
849,80.3,803,Дейности по разследване и издирване,803
850,80.30,8030,Дейности по разследване и издирване,8030
851,81,81,Дейности по обслужване на сгради и озеленяване,81
852,81.1,811,Комплексно обслужване на сгради,811
853,81.10,8110,Комплексно обслужване на сгради,8110
854,81.2,812,Дейности по почистване,812
855,81.21,8121,Неспециализирано вътрешно почистване на сгради,8121
856,81.22,8122,Специализирано почистване на сгради и промишлени обекти,8122
857,81.29,8129,Други дейности по почистване,8129
858,81.3,813,Оформяне и поддържане на озеленени площи,813
859,81.30,8130,Оформяне и поддържане на озеленени площи,8130
860,82,82,Административни офис дейности и друго спомагателно обслужване на стопанската дейност,82
861,82.1,821,Административни и спомагателни офис дейности,821
862,82.11,8211,Комбинирани административни офис дейности,8211
863,82.19,8219,Размножаване изготвяне на документи и други специализирани помощни офис дейности,8219
864,82.2,822,Дейност на телефонни центрове за услуги,822
865,82.20,8220,Дейност на телефонни центрове за услуги,8220
866,82.3,823,Организиране на конгреси и търговски изложения,823
867,82.30,8230,Организиране на конгреси и търговски изложения,8230
868,82.9,829,Спомагателно обслужване на стопанската дейност некласифицирано другаде,829
869,82.91,8291,Дейности по събиране на парични вземания и на финансова информация,8291
870,82.92,8292,Дейности по опаковане и пакетиране,8292
871,82.99,8299,Друго спомагателно обслужване на стопанската дейност некласифицирано другаде,8299
872,O,O,ДЪРЖАВНО УПРАВЛЕНИЕ,0
873,84,84,Държавно управление,84
874,84.1,841,Държавно управление с общ икономически и социален характер,841
875,84.11,8411,Общофункционално управление на държавата на централно и местно равнище,8411
876,84.12,8412,Държавно управление в областта на здравеопазването образованието и други социални дейности,8412
877,84.13,8413,Държавно управление в областта на стопанската дейност,8413
878,84.2,842,Услуги на държавното управление за обществото като цяло,842
879,84.21,8421,Външни работи,8421
880,84.22,8422,Отбрана,8422
881,84.23,8423,Правосъдие,8423
882,84.24,8424,Обществен ред и сигурност,8424
883,84.25,8425,Пожарна безопасност и защита при бедствия,8425
884,84.3,843,Държавно обществено осигуряване,843
885,84.30,8430,Държавно обществено осигуряване,8430
886,P,P,ОБРАЗОВАНИЕ,0
887,85,85,Образование,85
888,85.1,851,Предучилищно образование,851
889,85.10,8510,Предучилищно образование,8510
890,85.2,852,Начално образование първи етап на основното образование,852
891,85.20,8520,Начално образование първи етап на основното образование,8520
892,85.3,853,Прогимназиално втори етап на основното образование и средно образование,853
893,85.31,8531,Прогимназиално и средно общо образование,8531
894,85.32,8532,Прогимназиално и средно професионално образование и обучение,8532
895,85.4,854,Образование след завършено средно образование,854
896,85.41,8541,Професионално обучение след средно образование но не висше,8541
897,85.42,8542,Висше образование,8542
898,85.5,855,Други образователни дейности,855
899,85.51,8551,Неформално обучение в областта на спорта и активния отдих,8551
900,85.52,8552,Неформално обучение в областта на културата,8552
901,85.53,8553,Обучение на водачи на превозни средства,8553
902,85.59,8559,Други образователни дейности некласифицирани другаде,8559
903,85.6,856,Спомагателни дейности в областта на образованието,856
904,85.60,8560,Спомагателни дейности в областта на образованието,8560
905,Q,Q,ХУМАННО ЗДРАВЕОПАЗВАНЕ И СОЦИАЛНА РАБОТА,0
906,86,86,Хуманно здравеопазване,86
907,86.1,861,Дейност на болници,861
908,86.10,8610,Дейност на болници,8610
909,86.2,862,Извънболнична лекарска практика,862
910,86.21,8621,Дейност на общопрактикуващи лекари,8621
911,86.22,8622,Дейност на лекари специалисти,8622
912,86.23,8623,Дейност на лекари по дентална медицина,8623
913,86.9,869,Други дейности по хуманно здравеопазване,869
914,86.90,8690,Други дейности по хуманно здравеопазване,8690
915,87,87,Медико социални грижи с настаняване,87
916,87.1,871,Дейност на заведения със здравни грижи,871
917,87.10,8710,Дейност на заведения със здравни грижи,8710
918,87.2,872,Социални грижи с настаняване за лица с умствена изостаналост психичноболни и зависими от наркотици,872
919,87.20,8720,Социални грижи с настаняване за лица с умствена изостаналост психичноболни и зависими от наркотици,8720
920,87.3,873,Социални грижи с настаняване за възрастни лица и хора с физически увреждания,873
921,87.30,8730,Социални грижи с настаняване за възрастни лица и хора с физически увреждания,8730
922,87.9,879,Други социални грижи с настаняване,879
923,87.90,8790,Други социални грижи с настаняване,8790
924,88,88,Социална работа без настаняване,88
925,88.1,881,Социална работа без настаняване за възрастни лица и хора с увреждания,881
926,88.10,8810,Социална работа без настаняване за възрастни лица и хора с увреждания,8810
927,88.9,889,Друга социална работа без настаняване,889
928,88.91,8891,Дневни грижи за малки деца,8891
929,88.99,8899,Друга социална работа без настаняване некласифицирана другаде,8899
930,R,R,КУЛТУРА СПОРТ И РАЗВЛЕЧЕНИЯ,0
931,90,90,Артистична и творческа дейност,90
932,90.0,900,Артистична и творческа дейност,900
933,90.01,9001,Изпълнителско изкуство,9001
934,90.02,9002,Спомагателни дейности свързани с изпълнителско изкуство,9002
935,90.03,9003,Творческа дейност в областта на литературата и изкуствата,9003
936,90.04,9004,Експлоатация на зали за представления,9004
938,91.0,910,Други дейности в областта на културата,910
939,91.01,9101,Дейност на библиотеки и архиви,9101
940,91.02,9102,Дейност на музеи,9102
941,91.03,9103,Опазване и стопанисване на културно исторически паметници и места,9103
942,91.04,9104,Дейност на ботанически и зоологически градини природни паркове и резервати,9104
943,92,92,Организиране на хазартни игри,92
944,92.0,920,Организиране на хазартни игри,920
945,92.00,9200,Организиране на хазартни игри,9200
946,93,93,Спортни и други дейности свързани с развлечения и отдих,93
947,93.1,931,Дейности в областта на спорта,931
948,93.11,9311,Експлоатация на спортни обекти и съоръжения,9311
949,93.12,9312,Дейност на спортни клубове,9312
